"5,500,000",27," Knokke-Heist Knokke",172,8300
"5,200,000",5," Forest",2500,1190
"4,350,000",2," Ixelles",483,1050
"4,200,000",1," Knokke-Heist",300,8300
"4,125,000",4," Knokke",125,8300
"4,125,000",1," Knokke-Heist",273,8301
"4,050,000",7," Knokke-Heist",235,8300
"3,900,000",5," Uccle",850,1180
"3,800,000",5," Antwerp",440,2000
"3,800,000",34," Antwerp",440,2000
"3,795,000",34," Antwerp",1240,2000
"3,750,000",80," Jette",2000,1090
"3,750,000",80," Jette",2000,1090
"3,500,000",2," Bruxelles",540,1000
"3,375,000",2," Knokke-Heist",250,8300
"3,370,000",3," Bruxelles",271,1000
"3,370,000",2," Ixelles",271,1050
"3,370,000",3," Ixelles",271,1050
"3,324,000",3," Ixelles",308,1050
"3,324,000",3," BRUXELLES",308,1000
"3,324,000",3," Ixelles",308,1050
"3,324,000",3," Ixelles",308,1050
"3,297,000",3," Ixelles",305,1050
"3,297,000",3," BRUXELLES",305,1000
"3,297,000",3," Ixelles",305,1050
"3,297,000",3," Bruxelles",305,1000
"3,297,000",3," Ixelles",305,1050
"3,297,000",3," Ixelles",305,1050
"3,295,000",5," Uccle",430,1180
"3,295,000",5," Uccle",400,1180
"3,295,000",5," Uccle",480,1180
"3,245,000",3," Knokke Zoute Zwin Wandeldijk",237,8300
"3,200,000",4," Knokke",200,8300
"3,200,000",4," Knokke-Heist",200,8300
"3,200,000",4," Knokke-Heist",200,8300
"3,200,000",4," Knokke Zoute",200,8300
"3,200,000",4," Knokke-Heist",220,8300
"3,200,000",4," Knokke-Zoute",200,8300
"3,200,000",4," Knokke-Heist",200,8300
"3,100,000",25," Durbuy",1500,6940
"3,100,000",25," Durbuy",1500,6940
"3,050,000",4," Knokke",216,8300
"3,050,000",3," Knokke-Heist",225,8300
"3,050,000",3," Knokke-Heist Knokke",225,8300
"3,050,000",4," Knokke-Heist",225,8300
"3,000,000",4," Ixelles",390,1050
"2,995,000",4," Knokke-Heist",274,8300
"2,975,000",4," Knokke-Heist Knokke",190,8300
"2,950,000",3," Sterrebeek",258,1933
"2,900,000",4," Knokke-Heist",274,8300
"2,850,000",3," Knokke-Heist",187,8300
"2,850,000",3," Knokke-Heist",187,8300
"2,850,000",3," Knokke-Heist",161,8300
"2,850,000",3," Knokke-Zoute",181,8300
"2,795,000",5," Antwerp",350,2000
"2,795,000",5," Antwerp",350,2000
"2,795,000",5," Antwerp",350,2000
"2,750,000",3," Knokke-Heist",137,8300
"2,750,000",3," Ixelles",424,1050
"2,750,000",4," Uccle",400,1180
"2,750,000",4," Uccle",380,1180
"2,739,672",16," Zaventem",674,1930
"2,735,000",4," Knokke-Heist",195,8300
"2,735,000",4," Knokke-Heist Knokke",184,8300
"2,700,000",3," Antwerp",471,2000
"2,700,000",4," Uccle",350,1180
"2,700,000",3," Antwerp",421,2000
"2,700,000",3," Knokke-Heist",166,8301
"2,695,000",4," Knokke-Heist",150,8300
"2,600,000",3," Antwerp",272,2000
"2,595,000",5," Knokke-Heist",188,8301
"2,550,000",3," Sterrebeek",218,1933
"2,550,000",3," Sterrebeek",218,1933
"2,500,000",4," Ixelles",277,1050
"2,500,000",4," Ixelles",277,1050
"2,500,000",4," Ixelles",277,1050
"2,500,000",4," Ixelles",277,1050
"2,500,000",4," Ixelles",277,1050
"2,500,000",4," Ixelles",277,1050
"2,500,000",4," Ixelles",277,1050
"2,500,000",4," Ixelles",227,1050
"2,490,000",6," Bruxelles-Quartier Louise",440,1050
"2,400,000",4," Mechelen",521,2800
"2,400,000",4," Mechelen",521,2800
"2,400,000",3," Knokke-Heist",197,8300
"2,400,000",3," Knokke-Heist",197,8300
"2,400,000",3," Knokke-Heist",197,8300
"2,400,000",3," Knokke",197,8300
"2,400,000",3," Knokke",197,8300
"2,360,000",4," Knokke",278,8300
"2,349,000",3," Knokke",173,8300
"2,349,000",3," Knokke-Heist",173,8300
"2,349,000",3," Knokke",173,8300
"2,325,000",4," Knokke-Heist",150,8300
"2,325,000",4," Knokke-Zoute",158,8300
"2,325,000",4," Knokke-Heist",146,8300
"2,325,000",4," Knokke-Heist Knokke",158,8300
"2,325,000",4," Knokke-Heist",158,8300
"2,325,000",4," Knokke-Heist",158,8300
"2,325,000",4," Knokke-Heist",158,8300
"2,325,000",4," Het Zoute",158,8300
"2,325,000",4," Knokke-Heist",146,8300
"2,325,000",4," Knokke-Zoute",146,8300
"2,325,000",4," Knokke-Heist",158,8300
"2,300,000",3," Knokke-Heist",278,8300
"2,300,000",3," Knokke",278,8300
"2,300,000",3," Knokke-Zoute",278,8300
"2,300,000",3," Knokke-Heist",278,8300
"2,300,000",3," Ixelles",275,1050
"2,300,000",4," Het Zoute",278,8300
"2,295,000",4," KNOKKE-ZOUTE",187,8300
"2,280,000",4," Knokke-Heist",139,8300
"2,280,000",4," Knokke-Heist Knokke",139,8300
"2,280,000",4," Knokke-Zoute",132,8300
"2,275,000",3," Knokke-Zoute",145,8300
"2,275,000",3," Knokke-Heist",145,8300
"2,275,000",3," Knokke-Heist Knokke",140,8300
"2,275,000",3," Knokke-Zoute",145,8300
"2,250,000",3," Uccle",280,1180
"2,250,000",3," Woluwe-Saint-Pierre",218,1150
"2,250,000",3," Uccle",280,1180
"2,250,000",5," Bruxelles",500,1000
"2,250,000",3," Uccle",280,1180
"2,250,000",3," Knokke-Heist",148,8300
"2,250,000",4," Bruxelles",550,1000
"2,250,000",3," Berchem",411,2018
"2,250,000",3," Berchem",411,2600
"2,249,000",3," Knokke",173,8300
"2,249,000",3," Knokke-Heist",173,8300
"2,235,000",3," Gent",363,9000
"2,215,000",3," Gent",571,9000
"2,200,000",4," Knokke-Heist",214,8300
"2,200,000",3," Antwerp",234,2000
"2,150,000",4," Uccle",380,1180
"2,100,000",4," KNOKKE",194,8300
"2,095,000",4," Knokke-Heist",180,8300
"2,095,000",4," Knokke-Heist Knokke",180,8300
"2,050,000",3," Knokke-Heist",117,8300
"2,050,000",3," Knokke",112,8300
"2,000,000",3," Gent",392,9000
"2,000,000",3," Oostende",320,8400
"2,000,000",2," Leuven",300,3000
"1,995,000",4," Brussels City",335,1000
"1,995,000",3," Knokke",161,8300
"1,995,000",2," Knokke-Zoute",161,8300
"1,995,000",4," Antwerp",330,2000
"1,995,000",4," Brussels City",380,1000
"1,990,000",3," Uccle",241,1180
"1,990,000",3," Uccle",234,1180
"1,985,000",4," Knokke-Heist",180,8300
"1,985,000",4," Knokke-Zoute",180,8300
"1,985,000",4," Knokke-Heist",174,8300
"1,985,000",4," Knokke-Zoute",174,8300
"1,985,000",4," Knokke Le Zoute",180,8300
"1,985,000",4," Knokke-Zoute",180,8300
"1,985,000",4," Knokke-Zoute",180,8300
"1,980,000",3," Knokke-Heist",191,8300
"1,980,000",3," Knokke-Heist",202,8300
"1,950,000",3," Bruxelles",226,1000
"1,950,000",3," Bruxelles",226,1000
"1,950,000",3," Ixelles",211,1050
"1,950,000",2," Uccle",275,1180
"1,950,000",3," BRUXELLES",211,1000
"1,950,000",3," Ixelles",211,1050
"1,950,000",4," Uccle",320,1180
"1,950,000",3," Ixelles",211,1050
"1,950,000",3," Bruxelles",185,1000
"1,950,000",3," Bruxelles",211,1000
"1,950,000",3," Ixelles",226,1050
"1,950,000",3," Uccle",206,1180
"1,950,000",3," Knokke",202,8300
"1,950,000",4," Uccle",310,1180
"1,950,000",3," Knokke-Heist",133,8300
"1,950,000",5," Antwerpen",356,2000
"1,900,000",3," Ixelles",286,1050
"1,900,000",3," Ixelles",345,1050
"1,900,000",3," Ixelles",285,1050
"1,900,000",3," Saint-Gilles",285,1060
"1,895,000",3," Knokke-Zoute",130,8300
"1,895,000",5," Brugge",470,8000
"1,895,000",3," Knokke-Heist",130,8300
"1,885,000",3," Antwerp",317,2000
"1,875,000",8," Uccle",490,1180
"1,850,000",2," Knokke-Heist",87,8300
"1,850,000",3," Ixelles",174,1050
"1,850,000",3," Bruxelles",278,1000
"1,850,000",3," Bruxelles",278,1000
"1,850,000",4," Uccle",300,1180
"1,850,000",3," Knokke-Heist",143,8300
"1,850,000",3," Knokke",143,8300
"1,850,000",2," Knokke-Zoute",87,8300
"1,850,000",3," Knokke-Heist",143,8300
"1,850,000",3," Knokke",143,8300
"1,850,000",3," Knokke-Heist",165,8300
"1,839,000",3," Ixelles",203,1050
"1,839,000",3," Ixelles",203,1050
"1,839,000",3," BRUXELLES",203,1000
"1,839,000",3," Ixelles",203,1050
"1,839,000",3," Bruxelles",203,1000
"1,795,000",3," Knokke-Heist",105,8300
"1,795,000",6," Bruxelles",624,1000
"1,795,000",4," Knokke-Heist",185,8300
"1,795,000",3," Knokke-Heist",115,8300
"1,795,000",2," Antwerp",180,2000
"1,795,000",2," Antwerp",180,2000
"1,790,000",4," Ixelles",300,1050
"1,790,000",4," Ixelles",300,1050
"1,785,000",3," Knokke-Heist",130,8300
"1,775,000",3," Knokke-Heist",147,8300
"1,750,000",3," Sterrebeek",218,1933
"1,750,000",4," Ixelles",350,1050
"1,750,000",4," Hasselt",407,3500
"1,750,000",4," Ixelles",350,1050
"1,750,000",3," Oostende",211,8400
"1,750,000",2," Waregem",513,8790
"1,725,000",3," Gent",236,9000
"1,700,000",3," Ixelles",240,1050
"1,700,000",3," Ixelles",245,1050
"1,700,000",3," Ixelles",248,1050
"1,700,000",3," Antwerp",800,2060
"1,700,000",3," Antwerp",800,2060
"1,695,000",3," Knokke-Heist",127,8300
"1,695,000",2," Knokke-Heist",130,8300
"1,690,000",3," Ixelles",285,1050
"1,690,000",3," Ixelles",274,1050
"1,690,000",3," Ixelles",284,1050
"1,690,000",3," Ixelles",285,1050
"1,680,000",3," Kortrijk",370,8500
"1,650,000",4," Bruxelles",300,1000
"1,650,000",4," Bruxelles",288,1000
"1,650,000",4," Etterbeek",288,1040
"1,650,000",3," Bruxelles",229,1000
"1,650,000",3," Knokke-Heist",120,8300
"1,650,000",2," Bruxelles",160,1000
"1,650,000",4," BRUXELLES 1",300,1000
"1,650,000",4," Etterbeek",300,1040
"1,650,000",3," Knokke-Heist",126,8300
"1,650,000",3," Knokke",125,8300
"1,650,000",3," Etterbeek",320,1040
"1,650,000",4," Antwerp",380,2018
"1,650,000",2," Zeebrugge",153,8380
"1,650,000",3," Wijnegem",330,2110
"1,650,000",2," De Haan",242,8420
"1,645,000",3," Bruxelles",185,1050
"1,645,000",3," Ixelles",234,1050
"1,640,000",3," Bruxelles",185,1050
"1,640,000",3," Ixelles",285,1050
"1,632,550",3," Knokke",231,8300
"1,625,000",17," Antwerp",570,2060
"1,615,000",2," Antwerp",153,2000
"1,600,000",2," Brussels City",220,1000
"1,600,000",2," Bruxelles",217,1000
"1,600,000",2," Bruxelles",220,1000
"1,599,000",4," Antwerp",550,2018
"1,595,000",3," Knokke-Heist",135,8300
"1,595,000",2," Onhaye Anthée",462,5520
"1,590,000",2," Uccle",220,1180
"1,590,000",2," Uccle",220,1180
"1,590,000",3," Knokke-Zoute",122,8300
"1,575,000",2," Ixelles",161,1050
"1,575,000",3," Knokke-Heist",120,8300
"1,575,000",3," Uccle",172,1180
"1,555,000",5," Oostende",374,8400
"1,555,000",5," Oostende",374,8400
"1,550,000",3," Ixelles",213,1050
"1,550,000",4," Sterrebeek",218,1933
"1,550,000",4," Ixelles",338,1050
"1,550,000",4," Ixelles",338,1050
"1,550,000",3," Bruxelles",214,1050
"1,550,000",3," Bruxelles",213,1050
"1,550,000",3," Oostende",233,8400
"1,550,000",3," Gent",246,9000
"1,550,000",3," Oostende",213,8400
"1,550,000",13," Antwerp",180,2000
"1,545,000",3," Knokke-Heist",120,8300
"1,545,000",3," Knokke",120,8300
"1,545,000",3," Knokke-Zoute",120,8300
"1,545,000",3," Knokke-Heist",120,8300
"1,545,000",3," Knokke-Zoute",120,8300
"1,537,000",2," Ixelles",160,1050
"1,537,000",2," Ixelles",160,1050
"1,537,000",2," BRUXELLES",160,1000
"1,537,000",2," Ixelles",160,1050
"1,537,000",2," Ixelles",160,1050
"1,537,000",2," Bruxelles",160,1000
"1,537,000",2," Ixelles",160,1050
"1,500,000",3," Uccle",195,1180
"1,500,000",3," Bruxelles",213,1000
"1,500,000",3," Uccle",220,1180
"1,500,000",3," Uccle",220,1180
"1,500,000",3," Uccle",220,1180
"1,500,000",3," Uccle",220,1180
"1,500,000",3," Uccle",220,1180
"1,500,000",3," Knokke-Heist",123,8300
"1,500,000",5," Antwerp",320,2018
"1,500,000",3," Uccle",220,1180
"1,500,000",3," Bruxelles",214,1000
"1,500,000",3," Uccle",220,1180
"1,500,000",3," Uccle",220,1180
"1,500,000",2," Wijnegem",185,2110
"1,500,000",2," Wijnegem",190,2110
"1,500,000",4," BRUXELLES",330,1050
"1,499,000",4," Ixelles",300,1050
"1,495,000",3," BRUXELLES 1",224,1000
"1,495,000",3," Schoten",336,2900
"1,495,000",3," Knokke-Heist",141,8300
"1,495,000",3," Uccle",400,1180
"1,495,000",3," Knokke",130,8300
"1,495,000",3," Knokke",150,8300
"1,495,000",4," Ixelles",400,1050
"1,490,000",3," Knokke-Heist",154,8300
"1,490,000",3," Knokke-Heist",154,8300
"1,490,000",3," Knokke-Heist",158,8300
"1,490,000",3," Knokke-Heist",140,8300
"1,490,000",3," Knokke-Heist",154,8300
"1,490,000",3," Knokke-Heist",154,8300
"1,485,000",3," Ixelles",175,1050
"1,480,000",3," Uccle",260,1180
"1,480,000",3," Uccle",260,1180
"1,480,000",3," Uccle",260,1180
